generation	max_fitness
0	-0.9
1	-0.9
2	-0.9
3	-0.9
4	-0.9
5	8.1
6	8.1
7	8.1
8	8.1
9	8.1
10	8.1
11	8.1
12	8.1
13	8.1
14	8.1
15	8.1
16	8.1
17	8.1
18	8.1
19	8.1
20	8.1
21	8.1
22	8.1
23	8.1
24	8.1
25	8.1
26	8.1
27	8.1
28	8.1
29	8.1
30	8.1
31	8.1
32	8.1
33	8.1
34	8.1
35	8.1
36	8.1
37	8.1
38	8.1
39	8.1
40	8.1
41	8.1
42	8.1
43	8.1
44	8.1
45	8.1
46	8.1
47	8.1
48	8.1
49	8.1
50	8.1
51	8.1
52	8.1
53	8.1
54	9.0
55	9.0
56	9.0
57	9.0
58	9.0
59	9.0
60	9.0
61	9.0
62	9.0
63	10.0
64	10.0
65	10.0
66	10.0
67	10.0
68	10.0
69	10.0
70	10.0
71	10.0
72	10.0
73	10.0
74	10.0
75	10.0
76	10.0
77	10.0
78	10.0
79	10.0
80	10.0
81	10.0
82	10.0
83	10.0
84	10.0
85	10.0
86	10.0
87	10.0
88	10.0
89	10.0
90	10.0
91	10.0
92	10.0
93	10.0
94	10.0
95	10.0
96	10.0
97	10.0
98	10.0
99	10.0
