generation	max_fitness
0	-0.7
1	0.9
2	0.9
3	0.9
4	0.9
5	0.9
6	0.9
7	0.9
8	0.9
9	0.9
10	1.2
11	1.5
12	2.1
13	2.1
14	2.1
15	2.1
16	2.1
17	2.1
18	2.1
19	2.1
20	2.1
21	2.1
22	2.1
23	2.1
24	3.3
25	3.3
26	3.3
27	3.6
28	3.6
29	3.6
30	3.6
31	3.6
32	3.6
33	3.6
34	3.6
35	3.6
36	3.6
37	3.6
38	3.6
39	3.6
40	3.9
41	3.9
42	3.9
43	3.9
44	3.9
45	3.9
46	3.9
47	3.9
48	3.9
49	3.9
50	3.9
51	3.9
52	3.9
53	3.9
54	3.9
55	5.1
56	5.1
57	5.1
58	5.1
59	5.1
60	5.1
61	5.1
62	5.1
63	5.1
64	5.1
65	5.1
66	5.1
67	5.1
68	5.1
69	5.1
70	5.1
71	5.1
72	5.1
73	5.1
74	5.1
75	5.1
76	5.1
77	5.1
78	5.1
79	5.1
80	5.1
81	5.1
82	5.1
83	5.1
84	5.1
85	5.1
86	5.1
87	5.1
88	5.1
89	5.1
90	5.1
91	5.1
92	5.1
93	5.1
94	5.1
95	5.1
96	5.1
97	5.1
98	5.1
99	5.1
