generation	max_fitness
0	2.1
1	2.1
2	2.3
3	2.3
4	4.0
5	4.0
6	4.0
7	4.0
8	4.0
9	11.1
10	11.1
11	11.1
12	11.1
13	13.6
14	13.6
15	13.6
16	13.6
17	13.6
18	13.6
19	13.6
20	13.6
21	13.6
22	13.6
23	13.6
24	13.6
25	13.6
26	13.6
27	13.6
28	13.6
29	13.6
30	13.6
31	13.6
32	13.6
33	13.6
34	13.6
35	13.6
36	13.6
37	13.6
38	13.6
39	13.6
40	13.6
41	13.6
42	13.6
43	13.6
44	13.6
45	13.6
46	13.6
47	13.6
48	13.6
49	13.6
50	13.6
51	13.6
52	13.6
53	13.6
54	13.6
55	14.5
56	14.5
57	14.5
58	14.5
59	14.5
60	14.5
61	14.5
62	14.5
63	14.5
64	14.5
65	14.5
66	14.5
67	14.5
68	14.5
69	14.5
70	14.5
71	14.5
72	14.5
73	14.5
74	14.5
75	14.5
76	14.5
77	14.5
78	14.5
79	14.5
80	14.5
81	14.5
82	14.5
83	14.5
84	14.5
85	14.5
86	14.5
87	14.5
88	14.5
89	14.5
90	15.1
91	15.1
92	15.1
93	15.1
94	15.1
95	15.1
96	15.1
97	15.1
98	15.1
99	15.1
