generation	max_fitness
0	10.4
1	10.4
2	10.1
3	10.1
4	10.1
5	10.7
6	10.4
7	10.7
8	11.0
9	10.7
10	10.4
11	10.4
12	10.4
13	10.1
14	10.1
15	10.4
16	11.0
17	10.7
18	10.7
19	10.7
20	10.7
21	10.4
22	10.7
23	10.7
24	10.7
25	-0.3
26	-0.3
27	-0.3
28	-0.3
29	-0.3
30	-0.3
31	-0.3
32	-0.3
33	-0.3
34	-0.3
35	-0.3
36	-0.3
37	-0.3
38	-0.3
39	-0.3
40	1.8
41	1.8
42	1.8
43	1.8
44	1.8
45	1.8
46	1.8
47	1.8
48	1.8
49	1.8
50	1.8
51	1.8
52	1.8
53	1.8
54	1.8
55	1.8
56	1.8
57	1.8
58	1.8
59	1.8
60	1.8
61	1.8
62	1.8
63	1.8
64	1.8
65	1.8
66	1.8
67	1.8
68	1.8
69	1.8
70	1.8
71	1.8
72	1.8
73	1.8
74	1.8
75	1.8
76	1.8
77	1.8
78	1.8
79	1.8
80	1.8
81	1.8
82	1.8
83	1.8
84	1.8
85	1.8
86	1.8
87	1.8
88	1.8
89	1.8
90	1.8
91	1.8
92	1.8
93	1.8
94	1.8
95	1.8
96	1.8
97	1.8
98	1.8
99	1.8
