generation	max_fitness
0	0.9
1	0.9
2	0.9
3	0.9
4	0.9
5	0.9
6	0.9
7	0.9
8	0.9
9	0.9
10	1.2
11	2.7
12	2.7
13	2.7
14	3.0
15	3.0
16	3.6
17	3.6
18	3.6
19	3.6
20	3.6
21	3.9
22	4.2
23	4.2
24	4.2
25	4.2
26	4.2
27	4.2
28	4.2
29	4.2
30	4.2
31	4.2
32	4.2
33	4.2
34	4.2
35	4.2
36	4.2
37	4.2
38	4.2
39	4.2
40	4.2
41	4.2
42	4.2
43	4.2
44	4.2
45	4.2
46	4.2
47	4.2
48	4.2
49	4.2
50	4.2
51	11.6
52	11.6
53	11.6
54	11.6
55	11.6
56	11.6
57	12.8
58	12.8
59	12.8
60	12.8
61	12.8
62	12.8
63	12.8
64	12.8
65	12.8
66	12.8
67	13.3
68	13.3
69	13.3
70	13.3
71	13.3
72	13.3
73	13.3
74	13.3
75	13.3
76	13.3
77	13.3
78	13.3
79	13.3
80	13.3
81	13.3
82	13.3
83	13.3
84	13.3
85	13.3
86	13.3
87	13.3
88	13.3
89	13.3
90	13.3
91	13.3
92	13.3
93	13.3
94	13.3
95	13.3
96	13.3
97	13.3
98	13.3
99	13.3
