generation	max_fitness
0	2.7
1	3.6
2	3.6
3	3.6
4	3.6
5	3.6
6	3.6
7	3.6
8	3.6
9	3.6
10	3.6
11	3.6
12	3.6
13	3.6
14	3.6
15	3.6
16	3.6
17	3.6
18	3.6
19	3.6
20	3.9
21	3.9
22	3.9
23	3.9
24	3.9
25	3.9
26	3.9
27	3.9
28	4.2
29	4.2
30	4.2
31	4.2
32	4.2
33	10.7
34	10.7
35	10.7
36	10.7
37	10.7
38	10.7
39	10.7
40	10.7
41	10.7
42	10.7
43	10.7
44	10.7
45	10.7
46	10.7
47	10.7
48	10.7
49	10.7
50	10.7
51	10.7
52	10.7
53	10.7
54	10.7
55	10.7
56	10.7
57	10.7
58	10.7
59	10.7
60	10.7
61	10.7
62	10.7
63	11.3
64	11.3
65	11.3
66	11.3
67	11.3
68	11.3
69	11.3
70	12.4
71	12.4
72	12.4
73	12.4
74	12.4
75	12.4
76	12.4
77	12.4
78	12.4
79	12.4
80	12.4
81	12.4
82	12.4
83	12.4
84	12.4
85	12.4
86	12.4
87	12.4
88	12.4
89	12.4
90	12.4
91	12.4
92	12.4
93	12.4
94	12.4
95	12.4
96	12.4
97	12.4
98	12.4
99	12.4
