generation	max_fitness
0	10.1
1	9.8
2	9.8
3	10.1
4	10.1
5	10.4
6	10.1
7	10.7
8	10.1
9	11.0
10	-10.0
11	-1.7
12	-1.7
13	0.0
14	10.7
15	10.7
16	10.7
17	10.7
18	10.7
19	10.7
20	10.7
21	10.7
22	10.7
23	10.7
24	10.7
25	10.7
26	10.7
27	10.7
28	10.7
29	10.7
30	10.7
31	10.7
32	10.7
33	10.7
34	10.7
35	10.7
36	10.7
37	10.7
38	10.7
39	10.7
40	10.7
41	10.7
42	10.7
43	10.7
44	10.7
45	10.7
46	10.7
47	10.7
48	10.7
49	10.7
50	10.7
51	10.7
52	10.7
53	10.7
54	10.7
55	11.0
56	11.0
57	11.0
58	11.0
59	11.0
60	11.0
61	11.0
62	11.0
63	11.0
64	11.0
65	11.6
66	11.6
67	11.6
68	11.6
69	11.6
70	11.6
71	11.6
72	11.6
73	11.6
74	11.6
75	11.6
76	11.6
77	11.6
78	11.6
79	11.6
80	11.6
81	11.6
82	11.6
83	11.6
84	11.6
85	11.6
86	11.6
87	11.6
88	11.6
89	11.6
90	11.6
91	11.6
92	11.6
93	11.6
94	11.6
95	11.6
96	11.6
97	11.6
98	11.6
99	11.6
