generation	max_fitness
0	-4.0
1	-4.0
2	6.5
3	6.5
4	6.5
5	6.5
6	6.5
7	6.5
8	6.5
9	6.5
10	8.9
11	8.9
12	8.9
13	8.9
14	8.9
15	8.9
16	8.9
17	8.9
18	8.9
19	8.9
20	11.0
21	11.0
22	11.0
23	11.0
24	11.0
25	11.0
26	11.6
27	11.6
28	11.6
29	11.6
30	11.6
31	11.6
32	11.6
33	11.6
34	11.6
35	11.6
36	11.6
37	11.6
38	11.6
39	11.6
40	11.6
41	11.6
42	11.6
43	11.6
44	11.6
45	11.6
46	11.6
47	11.6
48	11.6
49	11.6
50	11.6
51	11.6
52	11.6
53	11.6
54	11.6
55	11.6
56	11.6
57	11.6
58	11.6
59	11.6
60	11.6
61	11.6
62	11.6
63	11.6
64	11.6
65	11.6
66	11.6
67	11.6
68	11.6
69	11.6
70	11.6
71	11.6
72	11.6
73	11.6
74	11.6
75	11.6
76	11.6
77	11.6
78	11.6
79	11.6
80	11.6
81	11.6
82	11.6
83	11.6
84	11.6
85	11.6
86	11.6
87	11.6
88	11.6
89	11.6
90	11.6
91	11.6
92	11.6
93	11.6
94	11.6
95	11.6
96	11.6
97	11.6
98	11.6
99	11.6
