generation	max_fitness
0	-3.0
1	-3.0
2	-3.0
3	-3.0
4	-0.9
5	-0.9
6	-0.9
7	-0.9
8	-0.9
9	-0.9
10	-0.9
11	-0.6
12	-0.6
13	-0.6
14	-0.6
15	-0.6
16	-0.6
17	-0.6
18	0.2
19	0.2
20	0.2
21	0.2
22	0.2
23	0.2
24	0.2
25	0.2
26	0.2
27	0.2
28	0.2
29	0.2
30	0.2
31	0.2
32	0.2
33	0.2
34	1.1
35	1.1
36	1.1
37	1.1
38	1.1
39	1.1
40	1.1
41	1.1
42	1.1
43	1.1
44	1.1
45	1.1
46	1.1
47	1.1
48	1.1
49	1.1
50	1.1
51	1.1
52	1.1
53	1.1
54	1.1
55	1.1
56	1.1
57	1.1
58	1.1
59	1.1
60	1.1
61	6.0
62	6.0
63	6.0
64	6.0
65	7.6
66	7.6
67	7.6
68	7.6
69	7.6
70	7.6
71	7.6
72	7.6
73	7.6
74	7.6
75	7.6
76	7.6
77	7.6
78	7.6
79	7.6
80	7.6
81	7.6
82	7.6
83	7.6
84	7.6
85	7.6
86	8.1
87	8.1
88	8.1
89	8.4
90	8.4
91	8.4
92	8.4
93	8.4
94	8.4
95	8.4
96	8.4
97	8.4
98	8.4
99	8.4
