generation	max_fitness
0	0.9
1	0.9
2	0.9
3	0.9
4	1.2
5	1.2
6	7.0
7	1.5
8	1.5
9	1.5
10	1.9
11	1.9
12	2.7
13	2.7
14	2.7
15	2.7
16	2.7
17	2.8
18	2.8
19	3.3
20	3.3
21	3.3
22	3.3
23	3.3
24	3.3
25	3.3
26	3.3
27	3.3
28	3.3
29	3.3
30	3.3
31	3.3
32	3.3
33	3.3
34	3.3
35	3.9
36	3.9
37	3.9
38	3.9
39	3.9
40	3.9
41	3.9
42	3.9
43	3.9
44	3.9
45	3.9
46	3.9
47	3.9
48	3.9
49	3.9
50	3.9
51	3.9
52	3.9
53	3.9
54	3.9
55	3.9
56	3.9
57	3.9
58	3.9
59	3.9
60	3.9
61	3.9
62	3.9
63	3.9
64	3.9
65	3.9
66	3.9
67	3.9
68	3.9
69	3.9
70	3.9
71	3.9
72	3.9
73	3.9
74	3.9
75	3.9
76	3.9
77	3.9
78	3.9
79	3.9
80	3.9
81	3.9
82	3.9
83	3.9
84	3.9
85	3.9
86	3.9
87	3.9
88	3.9
89	3.9
90	3.9
91	3.9
92	3.9
93	3.9
94	3.9
95	3.9
96	3.9
97	3.9
98	3.9
99	3.9
