generation	max_fitness
0	0.9
1	0.9
2	0.9
3	0.9
4	0.9
5	8.0
6	11.6
7	8.0
8	0.9
9	1.5
10	0.9
11	0.9
12	0.9
13	0.9
14	0.9
15	0.9
16	0.9
17	0.9
18	8.0
19	0.9
20	8.3
21	8.0
22	9.0
23	8.3
24	0.9
25	0.9
26	0.9
27	8.0
28	0.9
29	8.3
30	1.2
31	1.2
32	1.8
33	2.4
34	3.6
35	3.6
36	3.6
37	3.6
38	3.6
39	3.6
40	3.6
41	3.6
42	3.6
43	3.6
44	3.6
45	3.6
46	3.6
47	3.6
48	3.6
49	3.6
50	3.6
51	3.6
52	3.6
53	3.6
54	5.1
55	5.1
56	5.1
57	5.1
58	5.1
59	5.1
60	5.1
61	5.1
62	5.1
63	5.1
64	5.1
65	5.1
66	5.1
67	5.1
68	5.1
69	5.1
70	5.1
71	5.1
72	5.1
73	5.1
74	5.1
75	5.1
76	5.1
77	5.1
78	5.1
79	5.1
80	5.1
81	5.1
82	5.1
83	5.1
84	5.1
85	5.1
86	5.1
87	5.1
88	5.1
89	5.1
90	5.1
91	5.1
92	5.1
93	5.1
94	5.1
95	5.1
96	5.1
97	5.1
98	5.1
99	5.1
